"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean"
"3379",212395,"Polygon",555682085,"555682085",1,"Área De Proteção Ambiental Haras São Bernardo","Área De Proteção Ambiental Haras São Bernardo","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",1987,0,0,0.348366,0.3499572547,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3380",212396,"Polygon",555682086,"555682086",1,"Reserva Particular Do Patrimônio Natural Estadual Reserva Ambiental S. Santos","Reserva Particular Do Patrimônio Natural Estadual Reserva Ambiental S. Santos","Sub-national ministry or agency","Instituto do Meio Ambiente do Estado de Santa Catarina","Designated",2017,0,0,0.128666,0.12916749,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3381",212398,"Polygon",555682090,"555682090",1,"Estação Ecológica Do Caiuá","Estação Ecológica Do Caiuá","Sub-national ministry or agency","Instituto Ambiental do Paraná","Designated",1994,0,0,14.4945,14.56299598,"National","Ia","Ecological Station","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-PR","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3382",212399,"Polygon",555682091,"555682091",1,"Reserva Particular Do Patrimônio Natural Porto Do Ifé","Reserva Particular Do Patrimônio Natural Porto Do Ifé","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2018,0,0,0.537367,0.5401469702,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3383",212400,"Polygon",555682092,"555682092",1,"Reserva Particular Do Patrimônio Natural Reserva Candeal Do Vale","Reserva Particular Do Patrimônio Natural Reserva Candeal Do Vale","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2018,0,0,0.062261,0.06265038137,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3384",212401,"Polygon",555682093,"555682093",1,"Reserva Particular Do Patrimônio Natural Estadual Complexo Serra Da Farofa","Reserva Particular Do Patrimônio Natural Estadual Complexo Serra Da Farofa","Sub-national ministry or agency","Instituto do Meio Ambiente do Estado de Santa Catarina","Designated",2014,0,0,52.5526,52.75135279,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3385",212402,"Polygon",555682097,"555682097",1,"Parque Estadual Águas Da Prata","Parque Estadual Águas Da Prata","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2018,0,0,0.504309,0.5067611968,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3386",212403,"Polygon",555682098,"555682098",1,"Área De Proteção Ambiental Bemposta","Área De Proteção Ambiental Bemposta","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente e Agricultura de Três Rios - RJ","Designated",2012,0,0,196.207,197.1546825,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3387",212405,"Polygon",555682095,"555682095",1,"Parque Natural Municipal Eli Bastos","Parque Natural Municipal Eli Bastos","Sub-national ministry or agency","Prefeitura Municipal de Orizona - GO","Designated",2018,0,0,0.169045,0.1699892548,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3388",212406,"Polygon",555682096,"555682096",1,"Reserva Particular Do Patrimônio Natural 07 De Outubro","Reserva Particular Do Patrimônio Natural 07 De Outubro","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2012,0,0,0.0521898,0.052465779,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3390",212408,"Polygon",555682100,"555682100",1,"Área De Proteção Ambiental Da Serra Da Cambraia","Área De Proteção Ambiental Da Serra Da Cambraia","Sub-national ministry or agency","Secretaria Municipal de Ambiente e Agronegócio de Seropédica - RJ","Designated",2015,0,0,24.3382,24.45357014,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3391",212409,"Polygon",555682101,"555682101",1,"Refúgio De Vida Silvestre Matas De Água Azul","Refúgio De Vida Silvestre Matas De Água Azul","Sub-national ministry or agency","Agência Estadual do Meio Ambiente de Pernambuco","Designated",2014,0,0,46.4834,46.78608947,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-PE","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3392",212410,"Polygon",555682102,"555682102",1,"Área De Proteção Ambiental Minaçu","Área De Proteção Ambiental Minaçu","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente de Minaçu - GO","Designated",2018,0,0,24.1981,24.34323944,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3394",212412,"Polygon",555682117,"555682117",1,"Parque Natural Municipal Voçoroca Do Lar Dos Idosos","Parque Natural Municipal Voçoroca Do Lar Dos Idosos","Sub-national ministry or agency","Prefeitura Municipal de Nazareno - MG","Designated",2010,0,0,0.0676144,0.0679509247,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3395",212413,"Polygon",555682104,"555682104",1,"Àrea De Proteção Ambiental Tinguazinho","Àrea De Proteção Ambiental Tinguazinho","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente, Agricultura, Desenvolvimento Econômico e Turismo de Nova Iguaçu - RJ","Designated",2004,0,0,11.008,11.06016659,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3396",212415,"Polygon",555682106,"555682106",1,"Parque Natural Municipal Do Ribeirão São José","Parque Natural Municipal Do Ribeirão São José","Sub-national ministry or agency","Prefeitura Municipal de Itabira - MG","Designated",1998,0,0,0.762823,0.7668080347,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3397",212416,"Polygon",555682107,"555682107",1,"Parque Natural Municipal Da Lajinha","Parque Natural Municipal Da Lajinha","Sub-national ministry or agency","Secretaria de Meio Ambiente de Juiz de Fora - MG","Designated",2012,0,0,0.86322,0.8674378841,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3398",212417,"Polygon",555682108,"555682108",1,"Parque Natural Municipal Da Mata Atlântica","Parque Natural Municipal Da Mata Atlântica","Sub-national ministry or agency","Secretaria Executiva de Meio Ambiente de Angra dos Reis - RJ","Designated",2017,0,0.01363602952,10.8519,10.90269246,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3399",212418,"Polygon",555682109,"555682109",1,"Reserva Biológica Serra Azul","Reserva Biológica Serra Azul","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",1998,0,0,38.4276,38.65077146,"National","Ia","Biological Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3400",212419,"Polygon",555682110,"555682110",1,"Floresta Estadual José Zago","Floresta Estadual José Zago","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2016,0,0,0.291364,0.2927738729,"National","VI","Forest","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3401",212420,"Polygon",555682111,"555682111",1,"Refúgio De Vida Silvestre - Fazenda São Lázaro","Refúgio De Vida Silvestre - Fazenda São Lázaro","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente de Carapebus - RJ","Designated",2018,0,0,1.96546,1.97491144,"National","III","Wildlife Refuge","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3402",212421,"Polygon",555682112,"555682112",1,"Area De Proteção Ambiental Baía Das Tartarugas","Area De Proteção Ambiental Baía Das Tartarugas","Sub-national ministry or agency","Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES","Designated",2018,0,12.76306632,16.8608,16.94725066,"National","V","Environmental Protection Area","Not Applicable",1,"Not Reported",0,"Not Reported","BRA-ES","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3403",212422,"Polygon",555682113,"555682113",1,"Reserva Particular Do Patrimônio Natural Estadual Prof. Yara C. Nicoletti","Reserva Particular Do Patrimônio Natural Estadual Prof. Yara C. Nicoletti","Sub-national ministry or agency","Instituto do Meio Ambiente do Estado de Santa Catarina","Designated",2018,0,0,2.85186,2.863218052,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3404",212423,"Polygon",555682114,"555682114",1,"Reserva Particular Do Patrimônio Natural Santo Antônio","Reserva Particular Do Patrimônio Natural Santo Antônio","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2017,0,0,10.2716,10.32107497,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3405",212424,"Polygon",555682118,"555682118",1,"Reserva Particular Do Patrimônio Natural Estadual Rio Dos Pardos","Reserva Particular Do Patrimônio Natural Estadual Rio Dos Pardos","Sub-national ministry or agency","Instituto do Meio Ambiente do Estado de Santa Catarina","Designated",2015,0,0,0.183791,0.1845391024,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SC","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3406",212425,"Polygon",555682115,"555682115",1,"Área De Protecao Ambiental Municipal Piracanjubinha","Área De Protecao Ambiental Municipal Piracanjubinha","Sub-national ministry or agency","Prefeitura Municipal de Gameleira de Goiás - GO","Designated",2018,0,0,9.24884,9.301169851,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-GO","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3407",212426,"Polygon",555682116,"555682116",1,"Área De Proteção Ambiental Baleia Sahy","Área De Proteção Ambiental Baleia Sahy","Sub-national ministry or agency","Prefeitura Municipal de São Sebastião - SP","Designated",2013,0,0,3.92542,3.943298667,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3408",212427,"Polygon",555682119,"555682119",1,"Monumento Natural Península Da Siribinha","Monumento Natural Península Da Siribinha","Sub-national ministry or agency","Prefeitura Municipal de Conde - BA","Designated",2018,0,0.3413907462,0.584604,0.5882220356,"National","III","Natural Monument","Not Applicable",1,"Not Reported",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3409",212428,"Polygon",555682120,"555682120",1,"Reserva Particular Do Patrimônio Natural Saint Michel 1","Reserva Particular Do Patrimônio Natural Saint Michel 1","Sub-national ministry or agency","Instituto do Meio Ambiente de Alagoas","Designated",2017,0,0,0.775384,0.7803128337,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-AL","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3410",212429,"Polygon",555682121,"555682121",1,"Parque Natural Municipal Jardim Botânico","Parque Natural Municipal Jardim Botânico","Sub-national ministry or agency","Prefeitura de Sinop - MT","Designated",2018,0,0,0.901927,0.9074923885,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MT","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3411",212430,"Polygon",555682122,"555682122",1,"Reserva Particular Do Patrimônio Natural Ilan","Reserva Particular Do Patrimônio Natural Ilan","Sub-national ministry or agency","Instituto Estadual do Ambiente do Rio de Janeiro","Designated",2018,0,0,0.507831,0.5102203168,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3412",212433,"Polygon",555682124,"555682124",1,"Reserva Particular Do Patrimônio Natural Santa Cristina","Reserva Particular Do Patrimônio Natural Santa Cristina","Sub-national ministry or agency","Instituto do Meio Ambiente de Alagoas","Designated",2017,0,0,0.160072,0.1610874929,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-AL","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3413",212435,"Polygon",555682126,"555682126",1,"Reserva Particular Do Patrimônio Natural Cambuí Velho","Reserva Particular Do Patrimônio Natural Cambuí Velho","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2003,0,0,0.0969394,0.09740000604,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3414",212436,"Polygon",555682127,"555682127",1,"Reserva Particular Do Patrimônio Natural Mutum-De-Bico-Vermelho","Reserva Particular Do Patrimônio Natural Mutum-De-Bico-Vermelho","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2018,0,0,0.970706,0.9765350589,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3415",212437,"Polygon",555682128,"555682128",1,"Parque Estadual Serra Negra Da Mantiqueira","Parque Estadual Serra Negra Da Mantiqueira","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2018,0,0,42.0587,42.26302325,"National","II","Park","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3416",212438,"Polygon",555682136,"555682136",1,"Reserva Particular Do Patrimônio Natural Ana Helena","Reserva Particular Do Patrimônio Natural Ana Helena","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2012,0,0,0.622369,0.6255237162,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3417",212440,"Polygon",555682129,"555682129",1,"Reserva Particular Do Patrimônio Natural Albert Scharle","Reserva Particular Do Patrimônio Natural Albert Scharle","Sub-national ministry or agency","Instituto Estadual de Florestas de Minas Gerais","Designated",2014,0,0,0.938686,0.9435495906,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-MG","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3418",212441,"Polygon",555682130,"555682130",1,"Reserva Particular Do Patrimônio Natural Reserva Jacuruna","Reserva Particular Do Patrimônio Natural Reserva Jacuruna","Sub-national ministry or agency","Secretaria do Meio Ambiente da Bahia","Designated",2018,0,0,0.130892,0.1316851265,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-BA","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3419",212443,"Polygon",555682131,"555682131",1,"Área De Proteção Ambiental De Palmares - Apa Palmares","Área De Proteção Ambiental De Palmares - Apa Palmares","Sub-national ministry or agency","Prefeitura Municipal de Paty do Alferes - RJ","Designated",2004,0,0,15.0016,15.073234,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-RJ","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3420",212444,"Polygon",555682132,"555682132",1,"Reserva Particular Do Patrimônio Natural Copaíba","Reserva Particular Do Patrimônio Natural Copaíba","Sub-national ministry or agency","Fundação para Conservação e a Produção Florestal do Estado de São Paulo","Designated",2019,0,0,0.0230804,0.02318959051,"National","IV","Natural Heritage Private Reserve","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-SP","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
"3421",212445,"Polygon",555682133,"555682133",1,"Área De Proteção Ambiental Da Lagoa Da Maraponga","Área De Proteção Ambiental Da Lagoa Da Maraponga","Sub-national ministry or agency","Secretaria Municipal de Urbanismo e Meio Ambiente de Fortaleza - CE","Designated",1991,0,0,0.314148,0.316249469,"National","V","Environmental Protection Area","Not Applicable",0,"Not Applicable",0,"Not Reported","BRA-CE","BRA","BRA",0,0,0,0,0,0,1,0,0,"subnational"
